ID,Location,Mode_of_delivery,Calls_to_customer_care,Rating_of_customer,Cost_of_food,Prior_purchases,Gender_of_customer,Discount_offered,Weight_of_food_in_gms,Reached_on_time
8853,Secunderabad,Bike,3,1.0,363.0,8.0,M,4,4943,0
4601,Masab Tank,Bike,3,5.0,384.0,,M,7,4366,1
9739,Gachibowli,Auto,4,1.0,241.5,3.0,M,1,4789,0
4385,Masab Tank,Auto,3,3.0,201.0,2.0,M,1,5646,0
7405,Gachibowli,Auto,4,1.0,342.0,5.0,F,6,1727,1
8949,Secunderabad,Bike,4,2.0,241.5,4.0,F,9,4713,1
2067,Secunderabad,Auto,3,1.0,208.5,3.0,F,6,1269,1
10724,Hitech City,Bike,5,5.0,331.5,5.0,M,7,1958,1
4913,Masab Tank,Car,4,4.0,289.5,2.0,F,6,4855,1
806,Hitech City,Car,4,1.0,199.5,3.0,M,57,1379,1
4281,Secunderabad,Bike,4,5.0,202.5,,F,5,4515,0
266,Hitech City,Car,7,2.0,304.5,5.0,F,61,1856,1
894,Hitech City,Bike,3,2.0,348.0,,F,39,2139,1
2134,Khairtabad,Bike,3,3.0,279.0,3.0,M,49,2356,1
6531,Secunderabad,Bike,4,,376.5,4.0,F,1,4252,0
9790,Khairtabad,Bike,5,5.0,250.5,3.0,M,10,5591,0
7462,Khairtabad,Bike,5,1.0,391.5,5.0,M,5,1837,1
808,Khairtabad,Car,2,4.0,204.0,6.0,F,53,1213,1
7058,Hitech City,Bike,4,5.0,369.0,2.0,F,3,5705,0
4773,Secunderabad,Car,5,3.0,403.5,3.0,F,8,4811,0
7402,Khairtabad,Auto,5,4.0,385.5,5.0,F,1,1778,1
4320,Hitech City,Bike,3,5.0,199.5,3.0,F,4,5902,0
7393,Gachibowli,Car,5,3.0,261.0,3.0,F,6,5064,1
9608,Hitech City,Bike,4,,210.0,2.0,M,8,4926,0
8947,Gachibowli,Bike,4,3.0,354.0,3.0,M,1,4752,0
5732,Hitech City,Car,3,,286.5,5.0,F,4,4243,1
5642,Hitech City,Bike,4,1.0,313.5,4.0,F,1,5057,0
9745,Gachibowli,Bike,5,,357.0,5.0,F,5,5854,0
571,Gachibowli,Bike,2,2.0,354.0,3.0,M,3,3416,1
1158,Hitech City,Bike,4,1.0,256.5,3.0,F,58,1516,1
9380,Hitech City,Bike,6,1.0,216.0,4.0,F,5,5121,0
9655,Gachibowli,Bike,6,,456.0,4.0,M,5,1215,1
6243,Secunderabad,Bike,4,5.0,376.5,2.0,F,8,5232,0
6006,Hitech City,Car,6,4.0,438.0,4.0,M,3,1826,1
3311,Masab Tank,Bike,4,5.0,375.0,3.0,F,2,5206,0
10774,Khairtabad,Bike,5,,334.5,5.0,F,2,1713,0
4363,Gachibowli,Car,4,,325.5,2.0,F,2,5442,0
7666,Khairtabad,Car,5,4.0,298.5,5.0,F,6,4417,1
1214,Hitech City,Car,4,3.0,384.0,3.0,F,15,3155,1
3026,Hitech City,Auto,5,,273.0,4.0,M,61,3063,1
2307,Secunderabad,Car,3,5.0,313.5,2.0,M,33,2603,1
10554,Hitech City,Auto,6,3.0,267.0,5.0,F,5,4567,0
4582,Khairtabad,Bike,6,,319.5,4.0,F,2,5349,0
7638,Hitech City,Bike,3,4.0,292.5,4.0,M,3,4743,0
1457,Masab Tank,Bike,3,,234.0,3.0,M,44,1424,1
1850,Hitech City,Bike,3,2.0,267.0,2.0,M,32,1329,1
5198,Hitech City,Car,3,,331.5,10.0,M,10,5473,0
1865,Masab Tank,Bike,4,,319.5,3.0,M,57,3599,1
1991,Masab Tank,Bike,3,,208.5,4.0,M,17,1137,1
1565,Masab Tank,Bike,4,1.0,357.0,2.0,F,3,2241,1
1031,Masab Tank,Bike,4,1.0,358.5,2.0,M,16,2504,1
72,Hitech City,Bike,5,5.0,345.0,2.0,F,2,2229,1
4944,Hitech City,Auto,3,5.0,202.5,,M,3,4938,0
2539,Gachibowli,Bike,4,4.0,313.5,,M,62,3532,1
4807,Gachibowli,Auto,6,1.0,390.0,4.0,F,2,1131,0
2286,Hitech City,Bike,4,1.0,202.5,2.0,F,25,1009,1
2772,Hitech City,Bike,6,,373.5,5.0,M,26,3897,1
3693,Secunderabad,Car,5,3.0,304.5,2.0,M,4,4311,1
1008,Hitech City,Bike,4,5.0,255.0,3.0,F,9,1138,1
4633,Gachibowli,Car,3,4.0,303.0,5.0,M,5,4632,0
6338,Hitech City,Bike,4,3.0,279.0,3.0,M,2,4437,1
10811,Masab Tank,Car,4,3.0,384.0,3.0,M,3,4480,0
7985,Masab Tank,Bike,4,,306.0,8.0,F,1,4038,1
813,Secunderabad,Car,4,5.0,286.5,3.0,F,19,2392,1
3426,Hitech City,Auto,4,,328.5,3.0,M,6,5957,1
2605,Gachibowli,Auto,3,3.0,304.5,3.0,M,29,3261,1
2566,Khairtabad,Bike,3,2.0,297.0,3.0,M,15,3250,1
2103,Secunderabad,Bike,3,5.0,246.0,3.0,M,61,1473,1
7530,Hitech City,Car,5,2.0,306.0,5.0,M,3,5723,1
10889,Masab Tank,Bike,4,,288.0,2.0,M,1,4429,0
10059,Secunderabad,Bike,4,1.0,384.0,4.0,F,3,5324,0
6212,Hitech City,Bike,5,4.0,361.5,2.0,F,7,4413,0
8085,Secunderabad,Auto,2,5.0,358.5,2.0,F,9,5363,1
3202,Khairtabad,Bike,3,5.0,307.5,4.0,M,2,1648,0
3882,Hitech City,Bike,3,2.0,235.5,3.0,F,1,5398,0
444,Hitech City,Bike,4,4.0,310.5,,M,35,2596,1
7169,Masab Tank,Bike,5,,399.0,,F,2,1510,1
997,Gachibowli,Bike,4,3.0,226.5,,M,13,1583,1
7756,Khairtabad,Bike,6,,375.0,4.0,M,9,1618,0
3783,Secunderabad,Bike,4,1.0,235.5,2.0,F,5,5647,0
7335,Secunderabad,Bike,4,2.0,319.5,3.0,M,8,5214,1
576,Hitech City,Bike,4,2.0,268.5,,M,1,1063,1
8817,Secunderabad,Bike,4,,316.5,7.0,M,9,5652,1
8770,Khairtabad,Auto,5,2.0,261.0,5.0,M,8,4656,0
6805,Gachibowli,Bike,4,4.0,273.0,3.0,F,7,5197,0
2501,Masab Tank,Bike,4,3.0,313.5,6.0,F,59,2622,1
7630,Khairtabad,Bike,4,1.0,405.0,3.0,F,6,5212,0
4943,Masab Tank,Auto,5,2.0,234.0,5.0,M,9,5237,0
2861,Masab Tank,Car,4,1.0,252.0,,F,41,1515,1
1454,Hitech City,Bike,6,3.0,334.5,,M,29,2980,1
6022,Khairtabad,Car,5,,388.5,5.0,F,9,1624,0
3079,Gachibowli,Bike,4,,202.5,2.0,M,60,1026,1
4303,Gachibowli,Bike,4,,238.5,3.0,M,4,4574,0
8659,Gachibowli,Bike,6,1.0,421.5,4.0,M,2,1592,0
4749,Secunderabad,Bike,5,3.0,298.5,,F,1,5865,0
9763,Gachibowli,Bike,6,,337.5,4.0,M,10,4723,0
8885,Masab Tank,Car,6,,433.5,4.0,F,1,1656,0
1909,Gachibowli,Car,5,3.0,330.0,3.0,M,37,2294,1
7703,Masab Tank,Bike,7,3.0,408.0,,M,2,1754,0
5894,Hitech City,Auto,4,1.0,390.0,4.0,M,2,4091,1
2769,Secunderabad,Bike,4,2.0,256.5,,M,34,1352,1
3460,Khairtabad,Bike,2,4.0,270.0,,F,8,4321,1
1277,Masab Tank,Bike,5,3.0,253.5,4.0,F,37,1290,1
3830,Hitech City,Car,6,4.0,204.0,3.0,M,2,1187,0
328,Khairtabad,Bike,4,,349.5,,F,59,2358,1
3295,Gachibowli,Auto,4,,232.5,3.0,F,5,4283,1
3514,Khairtabad,Bike,3,2.0,393.0,4.0,M,1,4745,1
9075,Secunderabad,Bike,3,5.0,370.5,3.0,M,10,4286,1
945,Secunderabad,Car,4,5.0,411.0,10.0,F,5,3910,1
5597,Masab Tank,Car,4,,252.0,2.0,F,9,5684,0
9348,Hitech City,Bike,3,5.0,289.5,10.0,M,6,5247,1
8145,Secunderabad,Bike,4,5.0,399.0,3.0,F,2,4867,0
682,Khairtabad,Auto,3,,409.5,2.0,F,39,2651,1
6141,Secunderabad,Car,3,2.0,351.0,,F,10,4781,0
2416,Khairtabad,Bike,5,2.0,310.5,2.0,F,35,2184,1
8807,Masab Tank,Bike,5,,387.0,3.0,F,8,4921,0
9571,Gachibowli,Car,4,,219.0,2.0,F,5,4356,0
10926,Hitech City,Bike,5,1.0,360.0,5.0,M,10,1373,1
10672,Khairtabad,Car,3,1.0,354.0,4.0,F,10,1551,0
8168,Hitech City,Bike,4,2.0,277.5,3.0,M,1,4786,0
10676,Hitech City,Car,4,3.0,345.0,,F,1,5114,1
3350,Hitech City,Bike,3,,279.0,2.0,M,4,4352,0
5202,Hitech City,Auto,3,1.0,264.0,,M,5,5316,1
3248,Hitech City,Bike,5,4.0,333.0,3.0,M,7,5340,0
4941,Secunderabad,Auto,3,5.0,376.5,3.0,F,4,4156,1
1835,Masab Tank,Bike,5,,351.0,2.0,M,44,2548,1
5309,Masab Tank,Bike,3,,310.5,3.0,M,7,4816,1
2432,Hitech City,Bike,4,1.0,202.5,3.0,M,39,1549,1
7749,Secunderabad,Bike,4,2.0,405.0,5.0,M,9,1167,0
4423,Gachibowli,Bike,3,4.0,310.5,2.0,M,10,4706,0
8890,Khairtabad,Car,6,4.0,447.0,4.0,F,8,1437,1
5926,Khairtabad,Bike,6,5.0,420.0,3.0,M,9,4074,1
5323,Gachibowli,Car,3,3.0,298.5,3.0,M,7,5258,1
9156,Hitech City,Car,6,3.0,414.0,4.0,F,5,1637,1
5794,Khairtabad,Bike,5,,370.5,3.0,M,1,5226,0
9112,Khairtabad,Bike,3,2.0,259.5,2.0,F,8,5492,0
10100,Hitech City,Bike,3,,199.5,3.0,M,10,5803,0
6061,Gachibowli,Bike,4,,298.5,3.0,M,8,4391,1
6246,Hitech City,Bike,5,,324.0,4.0,F,1,4092,1
10687,Gachibowli,Auto,5,4.0,276.0,5.0,F,5,4782,0
7735,Gachibowli,Bike,5,4.0,388.5,5.0,F,4,1991,1
5443,Gachibowli,Bike,3,4.0,333.0,,M,3,4068,0
1846,Khairtabad,Bike,4,,301.5,,M,17,2059,1
8113,Gachibowli,Bike,3,4.0,360.0,,F,6,4412,0
10646,Hitech City,Bike,4,3.0,390.0,3.0,F,4,5770,1
5507,Masab Tank,Bike,6,,451.5,,F,7,1209,1
10135,Gachibowli,Auto,4,5.0,316.5,2.0,F,4,4106,1
2631,Secunderabad,Bike,3,5.0,277.5,2.0,M,27,3624,1
536,Hitech City,Car,4,4.0,265.5,4.0,F,32,1774,1
9275,Masab Tank,Bike,4,,337.5,2.0,F,10,5523,1
976,Khairtabad,Auto,5,5.0,373.5,,M,55,3558,1
518,Hitech City,Bike,5,5.0,393.0,,F,62,3744,1
3070,Khairtabad,Bike,4,4.0,243.0,2.0,M,8,1386,1
7587,Secunderabad,Bike,5,1.0,357.0,6.0,M,10,5508,0
4079,Masab Tank,Bike,4,5.0,226.5,3.0,F,10,5275,0
8591,Masab Tank,Bike,4,,336.0,10.0,F,7,4521,1
854,Hitech City,Bike,5,4.0,418.5,2.0,F,1,3933,1
9937,Gachibowli,Bike,4,5.0,376.5,6.0,F,1,1625,0
6557,Masab Tank,Car,5,,397.5,5.0,F,6,1929,0
5278,Khairtabad,Bike,5,,418.5,4.0,F,3,1499,0
6346,Khairtabad,Bike,3,,400.5,3.0,M,8,5337,1
3432,Hitech City,Auto,3,,342.0,3.0,M,9,5530,0
1482,Hitech City,Car,4,4.0,261.0,,M,49,1141,1
8101,Gachibowli,Bike,4,1.0,247.5,3.0,F,10,4574,0
3535,Gachibowli,Bike,3,5.0,271.5,2.0,M,2,4089,0
6389,Masab Tank,Bike,4,4.0,238.5,3.0,F,1,4194,1
10262,Hitech City,Car,4,1.0,240.0,2.0,M,1,5741,1
1189,Gachibowli,Bike,4,5.0,214.5,,M,38,1095,1
9687,Secunderabad,Bike,5,,327.0,5.0,F,7,1692,0
432,Hitech City,Bike,4,,144.0,3.0,M,22,1294,1
9504,Hitech City,Bike,5,2.0,381.0,2.0,M,4,4180,1
4715,Masab Tank,Bike,4,2.0,363.0,3.0,M,8,4644,1
5951,Masab Tank,Bike,4,4.0,276.0,8.0,M,7,5235,1
4331,Masab Tank,Bike,5,2.0,252.0,4.0,M,10,5373,1
3539,Masab Tank,Car,4,3.0,205.5,3.0,F,10,4820,1
8520,Hitech City,Bike,2,,357.0,2.0,F,4,4992,0
144,Hitech City,Auto,2,1.0,307.5,4.0,F,63,2156,1
1384,Khairtabad,Auto,3,,357.0,4.0,F,49,3179,1
6142,Khairtabad,Car,3,1.0,199.5,3.0,F,9,5724,0
1121,Masab Tank,Bike,3,2.0,315.0,2.0,M,30,3928,1
9461,Masab Tank,Auto,6,1.0,418.5,4.0,F,4,1263,1
8234,Hitech City,Auto,2,,213.0,3.0,M,2,5700,0
3711,Secunderabad,Auto,2,3.0,355.5,3.0,M,2,5331,0
4257,Secunderabad,Auto,3,1.0,249.0,2.0,F,10,5932,1
9771,Secunderabad,Bike,3,2.0,294.0,5.0,F,6,5692,0
5128,Khairtabad,Bike,4,5.0,405.0,3.0,F,2,5272,0
5918,Hitech City,Bike,5,1.0,378.0,3.0,M,2,4339,0
7891,Gachibowli,Bike,3,2.0,393.0,2.0,M,7,5141,1
8117,Masab Tank,Bike,6,4.0,336.0,4.0,F,6,4493,0
1343,Masab Tank,Bike,4,4.0,324.0,2.0,F,6,3255,1
5906,Hitech City,Auto,4,5.0,214.5,2.0,M,1,5836,0
5303,Masab Tank,Bike,4,3.0,343.5,2.0,F,8,5868,0
5701,Gachibowli,Bike,3,2.0,412.5,,F,5,5393,1
146,Hitech City,Auto,2,2.0,372.0,2.0,M,46,3707,1
5313,Secunderabad,Bike,5,5.0,385.5,3.0,F,5,5084,0
8706,Hitech City,Bike,3,1.0,306.0,3.0,M,4,4619,1
5734,Khairtabad,Car,3,2.0,255.0,2.0,M,2,4214,1
10021,Gachibowli,Bike,3,,237.0,2.0,F,4,5960,0
6072,Hitech City,Bike,3,4.0,385.5,5.0,F,5,5365,0
9484,Khairtabad,Bike,3,2.0,361.5,3.0,F,9,4301,0
1099,Gachibowli,Auto,4,,271.5,2.0,F,28,2815,1
1299,Secunderabad,Bike,3,5.0,256.5,3.0,F,49,1333,1
6288,Hitech City,Car,5,2.0,381.0,5.0,M,6,1002,0
1085,Masab Tank,Car,3,4.0,393.0,3.0,M,7,2424,1
3459,Secunderabad,Bike,4,,255.0,,F,5,5182,0
103,Gachibowli,Bike,2,1.0,319.5,3.0,M,29,2732,1
8913,Secunderabad,Auto,5,3.0,343.5,5.0,F,1,1196,0
6528,Hitech City,Bike,5,3.0,333.0,3.0,F,10,4597,0
1728,Hitech City,Bike,3,,304.5,4.0,M,46,3640,1
5333,Masab Tank,Car,4,3.0,237.0,4.0,M,7,4460,0
8611,Gachibowli,Car,5,4.0,342.0,5.0,F,9,1549,1
267,Secunderabad,Car,2,,396.0,4.0,F,10,1648,1
9216,Hitech City,Bike,3,4.0,243.0,3.0,M,7,5313,0
8490,Hitech City,Auto,3,5.0,391.5,3.0,F,10,4224,1
1740,Hitech City,Bike,3,2.0,312.0,,M,41,2036,1
6582,Hitech City,Auto,5,3.0,372.0,5.0,F,7,1475,1
6655,Gachibowli,Bike,3,,303.0,2.0,M,3,5746,1
7742,Hitech City,Bike,5,2.0,405.0,4.0,M,8,1631,1
3191,Masab Tank,Bike,4,3.0,337.5,5.0,M,8,4195,0
1029,Secunderabad,Bike,3,,289.5,3.0,M,11,3188,1
5799,Secunderabad,Bike,4,3.0,250.5,2.0,F,2,5544,0
2967,Secunderabad,Bike,4,1.0,333.0,4.0,F,42,2762,1
930,Hitech City,Bike,3,3.0,229.5,5.0,F,12,1972,1
1103,Masab Tank,Auto,4,1.0,340.5,3.0,M,54,3043,1
4314,Hitech City,Bike,3,4.0,255.0,,M,7,4957,1
2433,Secunderabad,Bike,4,4.0,283.5,,F,56,2646,1
10557,Secunderabad,Auto,4,1.0,340.5,3.0,M,8,4795,0
5266,Khairtabad,Bike,6,3.0,423.0,4.0,M,3,1661,0
4325,Masab Tank,Bike,4,,415.5,5.0,M,3,1527,1
1847,Masab Tank,Bike,3,,361.5,10.0,F,31,2724,1
9851,Masab Tank,Car,3,2.0,183.0,4.0,F,9,5299,1
8288,Hitech City,Bike,6,,325.5,4.0,F,4,4247,1
886,Khairtabad,Bike,3,2.0,378.0,4.0,M,29,2353,1
2770,Khairtabad,Bike,3,,267.0,3.0,M,43,1517,1
3,Secunderabad,Auto,2,2.0,274.5,4.0,M,48,3374,1
87,Secunderabad,Bike,4,1.0,277.5,2.0,M,44,2910,1
6011,Masab Tank,Car,5,1.0,340.5,5.0,M,7,1620,1
5363,Masab Tank,Bike,4,,360.0,3.0,M,9,5170,1
5661,Secunderabad,Bike,4,4.0,228.0,,F,5,5324,0
5041,Gachibowli,Bike,7,3.0,465.0,,F,7,1989,0
10647,Secunderabad,Bike,3,2.0,238.5,2.0,M,8,4326,0
4896,Hitech City,Bike,3,,243.0,2.0,F,9,4903,0
5096,Hitech City,Bike,3,4.0,364.5,2.0,M,1,5840,1
9095,Masab Tank,Bike,6,3.0,379.5,4.0,F,9,1823,0
1183,Gachibowli,Bike,3,,210.0,,M,55,1847,1
7446,Hitech City,Bike,5,3.0,336.0,2.0,M,1,5603,0
6956,Hitech City,Bike,5,2.0,385.5,3.0,F,2,4677,1
1063,Gachibowli,Bike,4,2.0,408.0,4.0,M,62,2307,1
9302,Hitech City,Car,3,5.0,351.0,,F,8,5241,1
1592,Hitech City,Bike,5,3.0,378.0,2.0,M,11,3036,1
1368,Hitech City,Auto,5,,247.5,,M,51,1429,1
10229,Masab Tank,Bike,3,1.0,357.0,2.0,M,9,5158,0
5167,Gachibowli,Bike,5,,265.5,2.0,M,2,5618,1
7298,Hitech City,Bike,5,,156.0,4.0,F,9,5652,0
1298,Hitech City,Bike,4,4.0,237.0,,M,15,1030,1
2665,Gachibowli,Bike,4,4.0,298.5,2.0,M,25,3705,1
9062,Hitech City,Bike,2,,240.0,6.0,F,9,4972,1
8873,Masab Tank,Bike,5,3.0,355.5,5.0,F,4,1567,0
10781,Masab Tank,Bike,4,4.0,351.0,5.0,M,7,1871,0
7557,Secunderabad,Bike,3,3.0,391.5,3.0,M,4,5482,1
10667,Masab Tank,Car,4,5.0,393.0,6.0,M,1,1249,0
4610,Hitech City,Bike,3,,295.5,,F,3,4491,0
7616,Hitech City,Bike,4,4.0,262.5,3.0,M,8,5944,1
8494,Khairtabad,Auto,3,1.0,400.5,,M,7,4486,1
5133,Secunderabad,Bike,4,4.0,312.0,5.0,F,7,5401,0
1450,Khairtabad,Bike,3,3.0,243.0,2.0,M,65,1184,1
9427,Gachibowli,Car,6,5.0,367.5,4.0,M,3,1716,0
1269,Secunderabad,Bike,6,4.0,193.5,5.0,F,58,1463,1
10533,Secunderabad,Car,5,2.0,219.0,2.0,M,2,4075,0
7523,Masab Tank,Car,4,3.0,319.5,3.0,M,7,5947,0
4901,Masab Tank,Bike,4,,244.5,6.0,M,1,4584,0
1221,Secunderabad,Car,3,2.0,267.0,4.0,F,48,1079,1
9994,Khairtabad,Car,5,,406.5,4.0,F,4,4066,0
2155,Gachibowli,Bike,3,,316.5,4.0,F,22,2942,1
6234,Hitech City,Bike,3,4.0,354.0,3.0,F,5,5466,0
1021,Gachibowli,Bike,3,,249.0,3.0,M,43,1095,1
1227,Secunderabad,Car,3,,225.0,2.0,F,61,1053,1
9178,Khairtabad,Auto,3,,268.5,2.0,M,5,1340,0
7981,Gachibowli,Bike,2,4.0,247.5,3.0,M,7,5856,0
5627,Masab Tank,Auto,4,4.0,208.5,2.0,F,9,4446,1
8832,Hitech City,Bike,5,5.0,367.5,5.0,M,5,1381,1
8363,Masab Tank,Auto,5,,414.0,6.0,F,6,1043,0
3138,Hitech City,Car,4,3.0,241.5,3.0,M,7,4245,0
5238,Hitech City,Bike,3,1.0,264.0,3.0,F,7,4276,0
7178,Hitech City,Bike,4,1.0,381.0,5.0,F,7,1003,0
7314,Hitech City,Bike,4,4.0,379.5,2.0,F,5,5624,0
2042,Hitech City,Car,4,4.0,243.0,2.0,M,30,1158,1
2672,Hitech City,Bike,4,3.0,349.5,2.0,F,47,3606,1
9502,Khairtabad,Bike,4,2.0,256.5,,M,4,5859,0
6200,Hitech City,Bike,5,,420.0,4.0,M,8,4539,1
9506,Hitech City,Bike,5,3.0,256.5,3.0,F,7,4946,0
8088,Hitech City,Auto,4,1.0,246.0,3.0,F,1,5492,0
5276,Hitech City,Bike,6,2.0,421.5,2.0,F,9,1715,1
3793,Gachibowli,Bike,4,1.0,270.0,3.0,F,1,5677,0
8107,Gachibowli,Bike,4,3.0,369.0,3.0,M,5,4384,0
3260,Hitech City,Bike,3,,303.0,3.0,F,8,5486,1
1696,Khairtabad,Bike,5,,225.0,,F,61,1091,1
2269,Gachibowli,Bike,4,1.0,198.0,4.0,F,10,1343,1
9540,Hitech City,Bike,5,4.0,412.5,2.0,M,7,5292,0
3496,Khairtabad,Bike,4,1.0,201.0,2.0,F,7,5967,0
2969,Masab Tank,Bike,4,3.0,247.5,3.0,M,4,1484,1
3742,Khairtabad,Bike,5,1.0,250.5,3.0,M,3,4267,1
5058,Hitech City,Car,4,2.0,261.0,,F,3,5920,0
6306,Hitech City,Auto,5,1.0,408.0,,F,2,1681,1
343,Gachibowli,Bike,4,,243.0,2.0,M,64,1918,1
1932,Hitech City,Auto,4,1.0,315.0,2.0,F,7,3405,1
5373,Secunderabad,Bike,3,1.0,274.5,2.0,F,3,4042,0
568,Khairtabad,Bike,5,2.0,402.0,3.0,M,19,2526,1
4124,Hitech City,Auto,3,5.0,276.0,3.0,M,1,4161,0
2341,Gachibowli,Auto,5,4.0,394.5,3.0,M,59,3978,1
7297,Gachibowli,Bike,3,5.0,294.0,3.0,F,4,4569,0
466,Khairtabad,Bike,3,2.0,441.0,4.0,F,15,1318,1
1918,Khairtabad,Auto,5,4.0,363.0,3.0,F,2,3564,1
2255,Masab Tank,Bike,4,4.0,264.0,3.0,M,34,1283,1
529,Gachibowli,Car,5,,391.5,3.0,F,8,3257,1
8583,Secunderabad,Bike,5,5.0,406.5,,M,6,4788,1
1834,Khairtabad,Bike,3,5.0,367.5,4.0,F,26,2072,1
10228,Khairtabad,Bike,3,,400.5,3.0,F,3,4566,0
8243,Masab Tank,Bike,4,5.0,390.0,2.0,M,2,5368,0
1807,Gachibowli,Bike,2,5.0,163.5,3.0,M,12,1715,1
274,Khairtabad,Auto,2,3.0,274.5,2.0,F,52,3199,1
7150,Khairtabad,Bike,5,,352.5,5.0,M,9,1032,1
1178,Hitech City,Bike,3,2.0,336.0,2.0,F,49,3749,1
6065,Masab Tank,Bike,3,1.0,294.0,2.0,M,10,4141,1
2004,Hitech City,Bike,6,5.0,315.0,5.0,M,37,3236,1
10085,Masab Tank,Bike,4,4.0,373.5,,F,1,5743,0
8828,Hitech City,Bike,4,3.0,369.0,5.0,M,7,1134,0
9082,Khairtabad,Bike,3,2.0,370.5,2.0,F,2,4677,0
5801,Masab Tank,Bike,3,5.0,274.5,2.0,M,8,5881,1
7470,Hitech City,Bike,5,5.0,406.5,4.0,M,8,1132,1
10668,Hitech City,Car,4,3.0,394.5,6.0,M,8,1123,1
3637,Gachibowli,Bike,5,3.0,373.5,3.0,M,10,5001,1
1472,Hitech City,Bike,5,2.0,364.5,2.0,F,4,3681,1
10157,Masab Tank,Bike,4,4.0,364.5,3.0,F,4,5082,1
7174,Khairtabad,Bike,6,,429.0,4.0,M,9,1096,1
7460,Hitech City,Bike,5,5.0,337.5,5.0,F,9,1646,1
5487,Secunderabad,Auto,6,1.0,235.5,6.0,M,1,4631,1
10444,Khairtabad,Bike,5,3.0,364.5,6.0,F,10,1078,1
7115,Masab Tank,Car,4,4.0,367.5,4.0,F,6,5051,0
1262,Hitech City,Bike,4,1.0,387.0,3.0,F,4,3686,1
5934,Hitech City,Bike,3,1.0,274.5,,F,10,4598,0
3611,Masab Tank,Bike,2,2.0,228.0,4.0,M,6,4606,1
2905,Gachibowli,Bike,3,4.0,354.0,4.0,F,43,2584,1
2703,Secunderabad,Bike,5,3.0,366.0,,F,52,3118,1
9105,Secunderabad,Bike,6,,373.5,4.0,M,10,1318,0
8299,Gachibowli,Bike,3,,313.5,,F,5,4363,0
5915,Masab Tank,Bike,4,,307.5,4.0,F,5,5264,0
6984,Hitech City,Auto,3,3.0,346.5,3.0,F,4,4088,0
1575,Secunderabad,Bike,6,3.0,322.5,5.0,M,13,3899,1
1536,Hitech City,Bike,3,1.0,205.5,,M,47,1611,1
9220,Khairtabad,Bike,4,4.0,219.0,4.0,M,7,4953,1
5183,Masab Tank,Car,4,1.0,265.5,2.0,F,7,5599,1
10717,Gachibowli,Bike,5,2.0,336.0,5.0,F,2,1022,0
4787,Masab Tank,Car,4,4.0,307.5,3.0,M,6,4254,0
2610,Hitech City,Auto,4,1.0,235.5,3.0,M,31,1712,1
3038,Hitech City,Bike,5,4.0,202.5,2.0,F,20,1908,1
4121,Masab Tank,Auto,4,3.0,312.0,2.0,F,1,5826,0
7650,Hitech City,Car,5,1.0,397.5,,F,2,5416,1
7771,Gachibowli,Bike,4,1.0,280.5,2.0,M,5,5691,0
2344,Khairtabad,Auto,4,2.0,250.5,2.0,F,5,1169,1
8048,Hitech City,Bike,6,5.0,451.5,5.0,M,8,1443,0
8549,Masab Tank,Bike,5,,339.0,,M,5,1323,0
3872,Hitech City,Bike,4,2.0,397.5,4.0,M,3,4283,1
5054,Hitech City,Car,4,4.0,217.5,3.0,F,3,5424,1
9256,Khairtabad,Bike,3,,408.0,,M,7,5657,1
10871,Masab Tank,Bike,4,,187.5,4.0,M,7,4203,1
7272,Hitech City,Auto,4,2.0,330.0,2.0,M,5,5864,0
3352,Khairtabad,Bike,4,,402.0,3.0,M,7,5947,0
8612,Hitech City,Car,4,5.0,351.0,,F,1,1991,1
1706,Hitech City,Bike,3,,393.0,3.0,M,54,3150,1
1607,Masab Tank,Bike,4,4.0,313.5,3.0,M,37,3026,1
143,Masab Tank,Auto,5,5.0,243.0,3.0,M,41,1462,1
4402,Khairtabad,Bike,4,3.0,327.0,2.0,F,7,4423,0
8344,Khairtabad,Car,4,5.0,328.5,5.0,M,2,1260,0
4415,Masab Tank,Bike,3,3.0,393.0,2.0,F,10,5032,0
10656,Hitech City,Bike,4,4.0,382.5,,M,5,1708,1
6704,Hitech City,Car,4,2.0,271.5,3.0,M,10,4212,1
36,Hitech City,Bike,5,4.0,223.5,3.0,F,44,1811,1
10619,Masab Tank,Bike,6,3.0,229.5,6.0,F,7,4975,1
2214,Hitech City,Bike,3,,384.0,2.0,F,63,3046,1
3297,Secunderabad,Auto,5,4.0,349.5,2.0,F,7,4597,1
5662,Khairtabad,Bike,5,5.0,367.5,5.0,F,4,4627,0
703,Gachibowli,Bike,3,4.0,397.5,8.0,F,35,3299,1
5171,Masab Tank,Bike,3,1.0,366.0,3.0,M,7,5140,1
8084,Hitech City,Auto,4,4.0,262.5,,F,6,4600,1
3141,Secunderabad,Car,3,,384.0,4.0,M,3,4732,0
1681,Gachibowli,Bike,3,4.0,283.5,3.0,F,37,3492,1
7479,Secunderabad,Bike,5,5.0,367.5,5.0,F,1,1924,1
4486,Khairtabad,Bike,5,3.0,322.5,4.0,M,5,5915,1
6594,Hitech City,Bike,5,4.0,421.5,4.0,M,8,1220,0
5173,Gachibowli,Bike,3,2.0,301.5,,M,6,5165,1
3359,Masab Tank,Bike,3,4.0,307.5,8.0,M,1,4977,1
1311,Secunderabad,Bike,6,2.0,213.0,3.0,F,54,1332,1
4550,Hitech City,Bike,5,5.0,414.0,,F,7,1742,0
