ID,Location,Mode_of_delivery,Calls_to_customer_care,Rating_of_customer,Cost_of_food,Prior_purchases,Gender_of_customer,Discount_offered,Weight_of_food_in_gms,Reached_on_time
1836,Hitech City,Bike,4,2.0,351.0,2.0,M,27,3393,1
1837,Gachibowli,Bike,3,1.0,270.0,3.0,M,52,1838,1
1838,Hitech City,Bike,4,5.0,325.5,4.0,M,37,2128,1
1840,Khairtabad,Bike,3,,282.0,3.0,M,3,3837,1
1841,Masab Tank,Bike,2,3.0,411.0,3.0,F,24,3829,1
1849,Gachibowli,Bike,5,5.0,184.5,2.0,F,60,1653,1
1860,Hitech City,Bike,2,,255.0,8.0,M,14,1396,1
1862,Hitech City,Bike,5,1.0,384.0,7.0,F,50,3837,1
1869,Secunderabad,Bike,2,,316.5,3.0,F,55,3842,1
1870,Khairtabad,Bike,3,2.0,249.0,2.0,F,45,1741,1
1871,Masab Tank,Bike,3,1.0,367.5,4.0,F,47,3111,1
1872,Hitech City,Bike,5,5.0,351.0,2.0,F,43,3822,1
1873,Gachibowli,Bike,4,4.0,351.0,2.0,M,2,2008,1
1886,Hitech City,Bike,5,,184.5,2.0,F,30,1068,1
1888,Khairtabad,Bike,3,5.0,304.5,3.0,F,58,3231,1
1892,Hitech City,Car,4,5.0,357.0,10.0,F,44,3860,1
1893,Secunderabad,Car,5,1.0,370.5,10.0,F,57,2377,1
1901,Masab Tank,Car,4,4.0,288.0,3.0,M,39,2943,1
1916,Hitech City,Auto,5,2.0,234.0,2.0,M,19,1311,1
1923,Secunderabad,Auto,5,,241.5,3.0,F,59,1037,1
1926,Hitech City,Auto,5,2.0,241.5,2.0,F,59,1859,1
1934,Hitech City,Auto,4,2.0,328.5,3.0,M,2,3402,1
1937,Masab Tank,Bike,3,5.0,298.5,2.0,M,46,2728,1
1939,Gachibowli,Bike,3,2.0,330.0,3.0,M,22,2818,1
1944,Hitech City,Bike,4,4.0,336.0,2.0,F,31,2084,1
1945,Gachibowli,Bike,4,4.0,276.0,3.0,F,52,3128,1
1949,Masab Tank,Bike,4,,255.0,4.0,M,39,1868,1
1956,Hitech City,Bike,6,5.0,412.5,,M,51,3569,1
1961,Masab Tank,Bike,3,3.0,310.5,3.0,F,62,3277,1
1966,Khairtabad,Bike,3,4.0,339.0,3.0,F,26,2299,1
1967,Masab Tank,Bike,4,1.0,292.5,3.0,M,43,2849,1
1982,Hitech City,Bike,4,,264.0,3.0,F,12,1750,1
1988,Hitech City,Bike,2,3.0,226.5,3.0,M,22,1024,1
1995,Secunderabad,Bike,3,1.0,247.5,3.0,F,1,1417,1
1998,Hitech City,Bike,6,2.0,258.0,2.0,M,41,1006,1
1999,Gachibowli,Bike,4,4.0,252.0,3.0,F,35,1434,1
2005,Gachibowli,Bike,5,,427.5,,M,63,3151,1
2007,Secunderabad,Bike,3,2.0,313.5,2.0,F,24,2748,1
2008,Khairtabad,Bike,4,3.0,231.0,3.0,M,52,1432,1
2012,Hitech City,Bike,4,,414.0,6.0,F,36,2843,1
2024,Hitech City,Bike,3,4.0,312.0,,F,37,2537,1
2036,Hitech City,Car,5,,213.0,2.0,F,55,1758,1
2047,Gachibowli,Car,5,2.0,393.0,,M,10,3164,1
2050,Khairtabad,Car,4,4.0,372.0,3.0,M,59,2868,1
2051,Masab Tank,Auto,5,4.0,270.0,2.0,M,52,1122,1
2055,Secunderabad,Auto,3,1.0,217.5,2.0,M,28,1313,1
2057,Masab Tank,Auto,3,4.0,294.0,3.0,M,47,2447,1
2059,Gachibowli,Auto,5,2.0,322.5,,M,46,3942,1
2060,Hitech City,Auto,5,2.0,397.5,3.0,F,33,2734,1
2066,Hitech City,Auto,3,1.0,397.5,3.0,M,11,2194,1
2069,Masab Tank,Auto,5,,267.0,7.0,F,36,1179,1
2070,Hitech City,Auto,3,,285.0,,F,32,2064,1
2072,Hitech City,Auto,3,,229.5,2.0,F,51,1841,1
2077,Gachibowli,Bike,3,4.0,258.0,10.0,F,23,1875,1
2079,Secunderabad,Bike,3,,406.5,4.0,F,10,1679,1
2080,Khairtabad,Bike,5,4.0,342.0,3.0,M,42,3145,1
2089,Gachibowli,Bike,3,,234.0,,F,26,1769,1
2092,Khairtabad,Bike,2,,337.5,10.0,M,56,3384,1
2094,Hitech City,Bike,3,3.0,285.0,10.0,M,4,3062,1
2096,Hitech City,Bike,3,4.0,229.5,,M,37,1740,1
2100,Hitech City,Bike,3,,264.0,3.0,F,29,1953,1
2101,Gachibowli,Bike,3,1.0,258.0,10.0,F,30,1294,1
2102,Hitech City,Bike,5,1.0,292.5,6.0,F,29,1039,1
2104,Khairtabad,Bike,3,1.0,346.5,3.0,F,33,2755,1
2105,Masab Tank,Bike,5,5.0,372.0,3.0,F,9,3873,1
2111,Masab Tank,Bike,4,5.0,270.0,,F,24,1513,1
2115,Secunderabad,Bike,4,1.0,214.5,3.0,F,28,1197,1
2116,Khairtabad,Bike,3,,243.0,2.0,M,5,1202,1
2126,Hitech City,Bike,3,1.0,228.0,2.0,F,25,1848,1
2136,Hitech City,Bike,3,3.0,282.0,4.0,M,3,3075,1
2159,Masab Tank,Bike,4,2.0,235.5,2.0,M,15,1724,1
2168,Hitech City,Car,3,2.0,226.5,2.0,M,26,1793,1
2173,Gachibowli,Car,2,,382.5,3.0,M,27,3484,1
2176,Khairtabad,Car,3,5.0,345.0,3.0,F,49,3477,1
2187,Secunderabad,Car,3,4.0,303.0,3.0,M,28,3707,1
2188,Khairtabad,Auto,4,5.0,232.5,,M,41,1367,1
2190,Hitech City,Auto,5,,276.0,3.0,F,19,2625,1
2193,Secunderabad,Auto,4,,378.0,3.0,F,7,2477,1
2197,Gachibowli,Auto,4,,321.0,,M,49,3416,1
2198,Hitech City,Auto,3,3.0,244.5,3.0,F,65,1614,1
2208,Hitech City,Auto,3,,240.0,2.0,F,32,1718,1
2212,Khairtabad,Bike,4,2.0,306.0,3.0,M,14,3829,1
2213,Masab Tank,Bike,6,1.0,157.5,5.0,F,57,1784,1
2216,Hitech City,Bike,3,4.0,390.0,4.0,M,17,2666,1
2222,Hitech City,Bike,3,,246.0,2.0,M,2,1304,1
2237,Masab Tank,Bike,4,,412.5,3.0,M,26,2449,1
2238,Hitech City,Bike,3,,208.5,2.0,M,45,1192,1
2242,Khairtabad,Bike,4,1.0,226.5,2.0,M,42,1367,1
2243,Masab Tank,Bike,3,,169.5,4.0,F,56,1154,1
2245,Gachibowli,Bike,5,,244.5,4.0,M,57,1613,1
2246,Hitech City,Bike,5,,309.0,2.0,F,59,3278,1
2263,Gachibowli,Bike,3,3.0,171.0,,F,26,1825,1
2272,Khairtabad,Bike,4,1.0,169.5,3.0,F,60,1200,1
2274,Hitech City,Bike,3,3.0,271.5,2.0,M,58,3719,1
2276,Hitech City,Bike,3,,232.5,3.0,M,49,1203,1
2281,Gachibowli,Bike,4,4.0,334.5,10.0,M,24,3271,1
2291,Masab Tank,Bike,4,2.0,409.5,,F,26,3223,1
2292,Hitech City,Bike,5,,288.0,3.0,M,46,3709,1
2294,Hitech City,Bike,3,5.0,337.5,3.0,F,12,2721,1
2299,Gachibowli,Bike,4,5.0,198.0,4.0,F,28,1715,1
2303,Masab Tank,Car,5,2.0,351.0,6.0,F,58,2448,1
2310,Hitech City,Car,6,2.0,336.0,3.0,F,26,3247,1
2316,Hitech City,Car,4,,202.5,2.0,F,22,1195,1
2318,Hitech City,Car,3,,322.5,6.0,M,42,3715,1
2326,Khairtabad,Auto,4,4.0,211.5,2.0,F,30,1130,1
2337,Secunderabad,Auto,2,2.0,363.0,6.0,F,63,3144,1
2339,Masab Tank,Auto,2,5.0,382.5,4.0,F,36,2093,1
2340,Hitech City,Auto,5,1.0,297.0,2.0,F,37,3025,1
2348,Hitech City,Bike,5,1.0,229.5,2.0,F,55,1414,1
2358,Hitech City,Bike,4,3.0,400.5,3.0,F,42,2332,1
2359,Gachibowli,Bike,3,2.0,319.5,2.0,M,22,3248,1
2363,Masab Tank,Bike,3,4.0,246.0,3.0,F,55,1293,1
2364,Hitech City,Bike,5,5.0,211.5,2.0,M,14,1114,1
2366,Hitech City,Bike,3,3.0,267.0,2.0,M,4,1778,1
2374,Khairtabad,Bike,5,,210.0,3.0,F,16,1969,1
2376,Hitech City,Bike,3,2.0,274.5,,F,25,2023,1
2383,Gachibowli,Bike,3,5.0,366.0,3.0,F,8,3154,1
2384,Hitech City,Bike,4,3.0,244.5,5.0,M,29,1349,1
2387,Masab Tank,Bike,5,2.0,250.5,3.0,F,7,1939,1
2393,Masab Tank,Bike,4,,331.5,,F,3,2546,1
2397,Secunderabad,Bike,3,2.0,348.0,3.0,F,64,3131,1
2398,Khairtabad,Bike,3,3.0,208.5,2.0,M,9,1177,1
2400,Hitech City,Bike,6,2.0,414.0,6.0,M,7,2437,1
2401,Gachibowli,Bike,2,5.0,256.5,3.0,F,13,1101,1
2404,Khairtabad,Bike,3,2.0,298.5,4.0,F,47,2208,1
2417,Masab Tank,Bike,3,1.0,229.5,2.0,F,6,1314,1
2422,Khairtabad,Bike,3,3.0,282.0,5.0,M,25,3992,1
2423,Masab Tank,Bike,3,2.0,231.0,,F,4,1009,1
2425,Gachibowli,Bike,5,3.0,375.0,2.0,F,14,2064,1
2434,Khairtabad,Bike,3,2.0,367.5,3.0,M,13,3775,1
2439,Secunderabad,Bike,2,5.0,175.5,3.0,M,44,1192,1
2440,Khairtabad,Car,2,1.0,172.5,3.0,M,42,1247,1
2442,Hitech City,Car,4,5.0,199.5,3.0,M,3,1403,1
2445,Secunderabad,Car,3,5.0,208.5,2.0,M,64,1857,1
2446,Khairtabad,Car,4,3.0,324.0,3.0,M,35,2567,1
2449,Gachibowli,Car,5,3.0,204.0,3.0,F,13,1446,1
2450,Hitech City,Car,4,5.0,337.5,4.0,M,48,2767,1
2453,Masab Tank,Car,4,3.0,202.5,2.0,M,24,1292,1
2468,Hitech City,Auto,5,1.0,255.0,3.0,F,48,1299,1
2469,Secunderabad,Auto,4,2.0,222.0,3.0,M,2,1805,1
2473,Gachibowli,Auto,4,,234.0,3.0,F,60,1553,1
2478,Hitech City,Auto,5,2.0,313.5,4.0,M,15,3330,1
2483,Masab Tank,Auto,3,5.0,312.0,4.0,M,12,3181,1
2484,Hitech City,Bike,6,,250.5,6.0,F,15,1278,1
2485,Gachibowli,Bike,3,5.0,399.0,3.0,M,16,2334,1
2488,Khairtabad,Bike,5,2.0,198.0,2.0,M,8,1665,1
2494,Khairtabad,Bike,4,,226.5,3.0,F,31,1365,1
2496,Hitech City,Bike,3,5.0,343.5,,F,12,3049,1
2500,Khairtabad,Bike,3,4.0,360.0,2.0,M,8,3883,1
2502,Hitech City,Bike,2,,378.0,2.0,M,35,2526,1
2505,Secunderabad,Bike,2,,285.0,8.0,M,33,3448,1
2529,Secunderabad,Bike,2,3.0,208.5,8.0,M,21,1033,1
2530,Khairtabad,Bike,2,1.0,382.5,3.0,M,19,1551,1
2531,Masab Tank,Bike,4,,211.5,2.0,F,23,1689,1
2533,Gachibowli,Bike,3,5.0,354.0,3.0,F,54,3976,1
2540,Hitech City,Bike,2,,378.0,2.0,F,21,2070,1
2545,Gachibowli,Bike,5,4.0,364.5,3.0,F,43,2866,1
2551,Gachibowli,Bike,3,1.0,267.0,3.0,F,11,1481,1
2557,Gachibowli,Bike,3,3.0,262.5,3.0,F,32,1848,1
2559,Secunderabad,Bike,4,3.0,243.0,10.0,M,25,1764,1
2564,Hitech City,Bike,4,5.0,234.0,,F,33,1836,1
2571,Secunderabad,Bike,3,3.0,268.5,3.0,F,41,1892,1
2573,Masab Tank,Bike,2,1.0,423.0,5.0,F,51,1362,1
2575,Gachibowli,Bike,4,,283.5,2.0,F,63,3474,1
2579,Masab Tank,Car,3,,225.0,2.0,M,64,1777,1
2580,Hitech City,Car,4,2.0,192.0,5.0,F,28,1247,1
2581,Gachibowli,Car,5,2.0,354.0,2.0,M,24,3679,1
2582,Hitech City,Car,4,3.0,243.0,2.0,F,58,1708,1
2586,Hitech City,Car,4,5.0,369.0,2.0,M,31,2415,1
2589,Secunderabad,Car,3,1.0,295.5,2.0,M,4,3621,1
2590,Khairtabad,Car,5,3.0,304.5,2.0,F,37,3531,1
2598,Hitech City,Car,3,2.0,346.5,3.0,F,56,2714,1
2606,Hitech City,Auto,3,5.0,387.0,3.0,M,21,3446,1
2612,Hitech City,Auto,4,4.0,331.5,4.0,M,14,2932,1
2618,Hitech City,Auto,4,2.0,409.5,2.0,F,9,3383,1
2622,Hitech City,Bike,3,1.0,381.0,2.0,M,56,3463,1
2623,Gachibowli,Bike,5,3.0,223.5,,F,43,1005,1
2628,Hitech City,Bike,4,5.0,342.0,,M,63,3401,1
2630,Hitech City,Bike,3,1.0,210.0,2.0,F,6,1435,1
2633,Masab Tank,Bike,4,,366.0,3.0,F,49,3914,1
2640,Hitech City,Bike,3,5.0,363.0,5.0,F,61,3688,1
2641,Gachibowli,Bike,4,5.0,205.5,2.0,F,14,1796,1
2642,Hitech City,Bike,4,,244.5,,F,41,1634,1
2644,Khairtabad,Bike,4,,294.0,3.0,F,11,3244,1
2646,Hitech City,Bike,4,1.0,325.5,3.0,M,2,2692,1
2647,Gachibowli,Bike,3,3.0,186.0,3.0,M,59,1959,1
2656,Khairtabad,Bike,6,3.0,231.0,5.0,F,57,1117,1
2661,Secunderabad,Bike,4,,214.5,,F,5,1027,1
2664,Hitech City,Bike,4,4.0,226.5,2.0,F,38,1001,1
2670,Hitech City,Bike,3,1.0,309.0,,F,56,2069,1
2683,Gachibowli,Bike,4,4.0,418.5,5.0,F,56,2697,1
2689,Gachibowli,Bike,2,2.0,205.5,3.0,F,20,1823,1
2692,Khairtabad,Bike,5,5.0,199.5,,F,18,1134,1
2696,Hitech City,Bike,5,1.0,336.0,2.0,F,14,2959,1
2702,Hitech City,Bike,3,2.0,198.0,2.0,M,6,1185,1
2713,Gachibowli,Bike,3,3.0,355.5,5.0,M,48,2057,1
2715,Secunderabad,Car,4,4.0,337.5,3.0,M,51,2892,1
2720,Hitech City,Car,3,2.0,201.0,2.0,F,45,1946,1
2728,Khairtabad,Car,4,4.0,312.0,,F,20,2759,1
2729,Masab Tank,Car,4,,268.5,,M,48,1943,1
2735,Masab Tank,Car,3,,216.0,5.0,M,43,1027,1
2736,Hitech City,Auto,5,1.0,408.0,3.0,M,27,2415,1
2740,Khairtabad,Auto,3,4.0,198.0,2.0,M,12,1493,1
2745,Secunderabad,Auto,6,,373.5,5.0,M,43,3078,1
2750,Hitech City,Auto,3,,288.0,,F,25,2152,1
2757,Secunderabad,Auto,3,5.0,147.0,3.0,F,48,1635,1
2761,Gachibowli,Bike,5,3.0,396.0,10.0,F,34,3441,1
2762,Hitech City,Bike,3,,289.5,2.0,F,23,2728,1
2766,Hitech City,Bike,5,5.0,339.0,3.0,M,50,2348,1
2774,Hitech City,Bike,5,,256.5,3.0,M,14,1554,1
2787,Secunderabad,Bike,3,,309.0,3.0,M,21,3746,1
2792,Hitech City,Bike,5,4.0,289.5,3.0,M,55,2758,1
2795,Masab Tank,Bike,2,1.0,238.5,2.0,F,44,1213,1
2797,Gachibowli,Bike,3,2.0,217.5,,F,29,1690,1
2801,Masab Tank,Bike,3,,277.5,2.0,F,36,3501,1
2804,Hitech City,Bike,3,,211.5,4.0,F,35,1417,1
2807,Masab Tank,Bike,3,1.0,280.5,4.0,M,42,3621,1
2808,Hitech City,Bike,4,2.0,324.0,,F,26,2431,1
2813,Masab Tank,Bike,3,2.0,259.5,3.0,F,37,1990,1
2820,Hitech City,Bike,4,,261.0,2.0,F,11,1577,1
2821,Gachibowli,Bike,2,,282.0,4.0,M,39,2424,1
2823,Secunderabad,Bike,5,5.0,201.0,2.0,M,64,1785,1
2827,Gachibowli,Bike,2,3.0,258.0,3.0,F,11,1522,1
2830,Khairtabad,Bike,3,4.0,258.0,3.0,M,56,1103,1
2837,Masab Tank,Bike,4,1.0,226.5,2.0,F,47,1682,1
2840,Hitech City,Bike,4,1.0,265.5,2.0,F,22,1698,1
2844,Hitech City,Bike,5,,240.0,3.0,M,44,1054,1
2846,Hitech City,Bike,4,5.0,219.0,3.0,F,9,1685,1
2858,Hitech City,Car,2,,267.0,3.0,M,6,1184,1
2859,Secunderabad,Car,2,4.0,297.0,3.0,M,37,2555,1
2867,Masab Tank,Car,3,3.0,411.0,2.0,F,59,3436,1
2868,Hitech City,Car,5,4.0,235.5,4.0,F,65,1951,1
2879,Masab Tank,Auto,3,2.0,336.0,3.0,M,63,2085,1
2884,Khairtabad,Auto,3,,372.0,3.0,M,9,2616,1
2886,Hitech City,Auto,4,1.0,379.5,3.0,M,36,2591,1
2887,Gachibowli,Auto,3,1.0,346.5,4.0,F,60,3755,1
2889,Secunderabad,Auto,3,3.0,264.0,3.0,M,14,1705,1
2890,Khairtabad,Auto,4,3.0,223.5,,M,17,1990,1
2891,Masab Tank,Auto,4,,280.5,5.0,M,16,3781,1
2895,Secunderabad,Bike,3,4.0,147.0,2.0,F,32,1539,1
2900,Hitech City,Bike,3,2.0,262.5,2.0,F,12,1817,1
2906,Hitech City,Bike,4,2.0,348.0,3.0,M,46,2835,1
2907,Secunderabad,Bike,2,,306.0,4.0,F,20,3135,1
2914,Khairtabad,Bike,6,1.0,375.0,5.0,F,53,3352,1
2915,Masab Tank,Bike,4,4.0,310.5,2.0,F,14,2945,1
2918,Hitech City,Bike,4,4.0,264.0,3.0,M,53,1472,1
2920,Khairtabad,Bike,4,1.0,220.5,3.0,M,32,1666,1
2921,Masab Tank,Bike,5,3.0,235.5,4.0,M,1,1306,1
2925,Secunderabad,Bike,2,,228.0,,F,48,1212,1
2935,Gachibowli,Bike,4,3.0,202.5,3.0,F,15,1008,1
2946,Hitech City,Bike,3,,318.0,,F,9,2521,1
2954,Hitech City,Bike,4,2.0,276.0,3.0,F,63,3609,1
2958,Hitech City,Bike,2,2.0,219.0,3.0,F,1,1162,1
2959,Gachibowli,Bike,4,2.0,330.0,3.0,F,39,2459,1
2968,Khairtabad,Bike,6,2.0,354.0,4.0,F,61,3140,1
2974,Khairtabad,Bike,5,,319.5,2.0,F,27,2581,1
2975,Masab Tank,Bike,2,3.0,219.0,3.0,M,18,1289,1
2978,Hitech City,Bike,3,4.0,318.0,8.0,F,34,2750,1
2991,Secunderabad,Car,4,1.0,216.0,4.0,M,5,1294,1
2999,Masab Tank,Car,5,1.0,406.5,4.0,F,4,2718,1
3003,Secunderabad,Car,3,1.0,411.0,3.0,M,4,2087,1
3013,Gachibowli,Auto,5,,220.5,2.0,M,19,1936,1
3016,Khairtabad,Auto,3,1.0,156.0,,M,1,1021,1
3019,Gachibowli,Auto,4,5.0,328.5,2.0,F,21,3830,1
3025,Gachibowli,Auto,6,1.0,346.5,4.0,F,23,2455,1
3029,Masab Tank,Auto,5,2.0,258.0,,F,61,1161,1
3037,Gachibowli,Bike,5,1.0,405.0,3.0,M,52,3908,1
3048,Hitech City,Bike,3,3.0,207.0,2.0,F,40,1117,1
3050,Hitech City,Bike,3,4.0,406.5,,F,16,2693,1
3051,Secunderabad,Bike,6,,364.5,3.0,F,35,2374,1
3056,Hitech City,Bike,4,2.0,370.5,5.0,F,17,3630,1
3057,Secunderabad,Bike,3,4.0,264.0,3.0,F,4,1095,1
3059,Masab Tank,Bike,3,,220.5,,M,18,1613,1
3060,Hitech City,Bike,5,5.0,292.5,,F,6,3936,1
3082,Khairtabad,Bike,4,3.0,201.0,,F,29,1010,1
3083,Masab Tank,Bike,3,4.0,315.0,2.0,M,29,3142,1
3085,Gachibowli,Bike,3,,220.5,2.0,F,52,1040,1
3087,Secunderabad,Bike,3,2.0,334.5,,M,64,3595,1
3102,Hitech City,Bike,3,2.0,337.5,3.0,F,59,3488,1
3103,Gachibowli,Bike,3,,340.5,2.0,F,24,2749,1
3116,Hitech City,Bike,4,4.0,201.0,3.0,F,14,1716,1
3117,Secunderabad,Bike,3,5.0,292.5,2.0,F,42,3814,1
3121,Gachibowli,Bike,3,5.0,357.0,,F,34,2726,1
3124,Khairtabad,Bike,4,4.0,333.0,3.0,F,24,3503,1
3130,Khairtabad,Car,3,4.0,372.0,2.0,F,15,2983,1
3131,Masab Tank,Car,6,5.0,369.0,4.0,M,50,3618,1
3133,Gachibowli,Car,3,,376.5,3.0,F,21,2476,1
3139,Gachibowli,Car,4,5.0,337.5,4.0,M,5,4622,0
3146,Hitech City,Car,3,,204.0,2.0,F,1,4971,0
3151,Gachibowli,Auto,3,,357.0,8.0,F,3,4943,0
3161,Masab Tank,Auto,3,3.0,184.5,5.0,F,5,4292,0
3163,Gachibowli,Auto,3,1.0,319.5,10.0,M,9,4862,0
3164,Hitech City,Auto,5,2.0,240.0,3.0,M,1,5834,0
3165,Secunderabad,Auto,4,,337.5,5.0,M,5,5060,1
3175,Gachibowli,Bike,3,,310.5,3.0,F,3,4909,1
3179,Masab Tank,Bike,4,3.0,355.5,6.0,M,8,5588,0
3184,Khairtabad,Bike,4,,369.0,3.0,F,5,4710,0
3195,Secunderabad,Bike,3,,409.5,6.0,M,1,1293,0
3196,Khairtabad,Bike,6,4.0,241.5,4.0,M,3,1747,1
3197,Masab Tank,Bike,5,,309.0,,M,5,1149,0
3207,Secunderabad,Bike,2,,264.0,2.0,F,2,5138,0
3209,Masab Tank,Bike,5,1.0,223.5,2.0,M,9,5435,0
3211,Gachibowli,Bike,3,,271.5,2.0,F,6,5410,0
3212,Hitech City,Bike,3,5.0,376.5,2.0,M,4,4015,0
3214,Khairtabad,Bike,3,4.0,315.0,3.0,M,10,4398,1
3217,Gachibowli,Bike,3,4.0,231.0,,M,5,5735,1
3219,Secunderabad,Bike,4,,315.0,3.0,F,1,4379,1
3221,Masab Tank,Bike,3,1.0,394.5,2.0,M,9,4868,1
3223,Gachibowli,Bike,3,4.0,334.5,2.0,M,9,4211,0
3237,Secunderabad,Bike,2,,346.5,2.0,F,10,4406,1
3244,Khairtabad,Bike,4,2.0,348.0,3.0,M,8,4658,1
3245,Masab Tank,Bike,3,,346.5,,M,4,5510,0
3246,Hitech City,Bike,3,4.0,204.0,3.0,M,2,4524,1
3249,Secunderabad,Bike,4,3.0,222.0,,F,7,5034,1
3251,Masab Tank,Bike,4,1.0,271.5,2.0,F,3,5877,0
3254,Hitech City,Bike,3,3.0,352.5,3.0,F,10,4186,0
3255,Secunderabad,Bike,3,4.0,150.0,3.0,M,4,4191,0
3258,Hitech City,Bike,4,,333.0,3.0,F,9,5337,0
3261,Secunderabad,Bike,4,5.0,409.5,3.0,F,1,5043,1
3264,Hitech City,Car,4,3.0,313.5,3.0,M,7,4104,1
3273,Secunderabad,Car,5,4.0,256.5,4.0,M,7,5359,1
3274,Khairtabad,Car,3,,292.5,2.0,F,4,4864,0
3275,Masab Tank,Car,3,5.0,355.5,3.0,M,4,5561,1
3280,Khairtabad,Car,3,2.0,364.5,2.0,F,5,4769,0
3281,Masab Tank,Car,4,3.0,294.0,2.0,F,7,4116,1
3287,Masab Tank,Auto,4,5.0,331.5,3.0,F,6,5895,0
3294,Hitech City,Auto,5,2.0,385.5,4.0,M,9,5088,0
3301,Gachibowli,Auto,3,,345.0,,F,6,4392,0
3306,Hitech City,Bike,5,1.0,312.0,2.0,F,8,5218,0
3307,Gachibowli,Bike,4,,334.5,3.0,F,9,5897,0
3312,Hitech City,Bike,4,2.0,309.0,2.0,M,4,5159,0
3316,Khairtabad,Bike,3,,256.5,2.0,M,10,5379,1
3319,Gachibowli,Bike,3,,381.0,2.0,M,1,4334,0
3324,Hitech City,Bike,5,1.0,366.0,2.0,F,5,4125,1
3326,Hitech City,Bike,3,,361.5,3.0,M,9,5184,0
3330,Hitech City,Bike,4,5.0,252.0,2.0,M,2,5776,0
3342,Hitech City,Bike,5,4.0,220.5,4.0,M,6,4369,0
3343,Gachibowli,Bike,3,4.0,217.5,3.0,M,4,5361,1
3355,Gachibowli,Bike,4,4.0,241.5,4.0,M,5,5038,0
3356,Hitech City,Bike,2,4.0,243.0,3.0,F,2,5893,1
3358,Khairtabad,Bike,3,3.0,316.5,6.0,M,5,5777,1
3364,Khairtabad,Bike,5,2.0,366.0,3.0,M,2,4198,0
3368,Hitech City,Bike,4,1.0,267.0,8.0,F,6,4872,0
3378,Hitech City,Bike,4,4.0,285.0,3.0,M,2,4800,0
3379,Gachibowli,Bike,4,2.0,241.5,4.0,F,10,5322,0
3380,Hitech City,Bike,2,2.0,243.0,,M,10,4489,1
3381,Secunderabad,Bike,4,1.0,244.5,8.0,F,9,5489,1
3383,Masab Tank,Bike,3,4.0,307.5,8.0,F,5,4869,1
3399,Secunderabad,Car,6,,360.0,4.0,M,9,4099,0
3402,Hitech City,Car,4,5.0,250.5,2.0,F,7,4289,1
3407,Masab Tank,Car,3,2.0,408.0,,M,2,4459,1
3408,Hitech City,Car,3,2.0,379.5,3.0,F,7,4915,0
3410,Hitech City,Car,3,,303.0,3.0,M,5,5169,0
3414,Hitech City,Car,3,1.0,282.0,3.0,M,3,4222,0
3415,Gachibowli,Car,3,1.0,387.0,4.0,F,6,5365,1
3417,Secunderabad,Car,3,,222.0,,F,9,5301,0
3419,Masab Tank,Car,4,4.0,399.0,3.0,F,2,5413,1
3421,Gachibowli,Auto,5,1.0,342.0,2.0,M,6,4984,1
3422,Hitech City,Auto,4,5.0,238.5,2.0,M,1,5671,0
3423,Secunderabad,Auto,3,4.0,382.5,,M,10,4107,0
3428,Hitech City,Auto,4,3.0,222.0,5.0,F,6,4802,0
3431,Masab Tank,Auto,3,1.0,300.0,2.0,M,10,5178,1
3434,Hitech City,Auto,3,3.0,301.5,,M,9,5895,1
3438,Hitech City,Auto,4,,396.0,3.0,F,2,4279,1
3443,Masab Tank,Bike,4,4.0,352.5,2.0,M,4,5671,0
3446,Hitech City,Bike,3,1.0,378.0,2.0,M,4,5559,0
3451,Gachibowli,Bike,4,3.0,369.0,,F,5,5118,0
3456,Hitech City,Bike,5,3.0,309.0,4.0,F,1,4583,0
3469,Gachibowli,Bike,4,5.0,331.5,3.0,F,3,4430,1
3472,Khairtabad,Bike,3,4.0,388.5,,F,3,4154,1
3480,Hitech City,Bike,3,,289.5,4.0,M,5,4700,0
3482,Hitech City,Bike,4,3.0,381.0,4.0,M,9,4492,0
3490,Khairtabad,Bike,3,1.0,366.0,4.0,M,6,4734,1
3500,Hitech City,Bike,3,,292.5,2.0,M,9,5779,1
3502,Khairtabad,Bike,4,2.0,370.5,3.0,M,8,4977,0
3503,Masab Tank,Bike,3,,202.5,2.0,M,2,4163,0
3507,Secunderabad,Bike,4,,288.0,3.0,F,10,4086,1
3510,Hitech City,Bike,2,3.0,288.0,3.0,F,8,5787,1
3512,Hitech City,Bike,4,,265.5,3.0,M,8,4904,0
3513,Secunderabad,Bike,3,,364.5,3.0,F,2,4989,0
3517,Gachibowli,Bike,3,4.0,348.0,3.0,F,1,4228,1
3537,Secunderabad,Car,4,5.0,388.5,2.0,M,7,4390,1
3542,Hitech City,Car,3,2.0,225.0,2.0,F,3,4174,0
3544,Khairtabad,Car,5,5.0,397.5,3.0,F,3,5837,1
3545,Masab Tank,Car,3,4.0,372.0,,M,8,4540,0
3547,Gachibowli,Car,4,2.0,228.0,3.0,M,6,5764,1
3550,Khairtabad,Car,4,3.0,153.0,3.0,F,3,4845,1
3553,Gachibowli,Car,2,1.0,231.0,3.0,F,4,5100,0
3555,Secunderabad,Car,3,4.0,273.0,3.0,F,7,5409,1
3559,Gachibowli,Auto,4,,315.0,2.0,M,6,4076,0
3573,Secunderabad,Auto,3,5.0,367.5,,M,8,4909,1
3578,Hitech City,Auto,4,1.0,153.0,3.0,M,3,4179,0
3596,Hitech City,Bike,4,2.0,349.5,2.0,F,5,4668,0
3598,Khairtabad,Bike,3,5.0,177.0,4.0,F,10,5699,1
